DATE,ITEM_ID,ITEM_NAME,MOVEMENT_TYPE,QUANTITY
2025-01-01,2001,Pastilha de Freio Dianteira,Entrada,148
2025-01-02,2001,Pastilha de Freio Dianteira,Entrada,59
2025-01-03,2001,Pastilha de Freio Dianteira,Entrada,132
2025-01-03,2001,Pastilha de Freio Dianteira,Saída,4
2025-01-04,2001,Pastilha de Freio Dianteira,Entrada,70
2025-01-04,2001,Pastilha de Freio Dianteira,Entrada,66
2025-01-04,2001,Pastilha de Freio Dianteira,Entrada,109
2025-01-04,2001,Pastilha de Freio Dianteira,Entrada,9
2025-01-04,2001,Pastilha de Freio Dianteira,Saída,89
2025-01-04,2001,Pastilha de Freio Dianteira,Entrada,31
2025-01-06,2001,Pastilha de Freio Dianteira,Saída,76
2025-01-07,2001,Pastilha de Freio Dianteira,Saída,97
2025-01-07,2001,Pastilha de Freio Dianteira,Entrada,41
2025-01-08,2001,Pastilha de Freio Dianteira,Entrada,146
2025-01-08,2001,Pastilha de Freio Dianteira,Entrada,42
2025-01-08,2001,Pastilha de Freio Dianteira,Saída,10
2025-01-08,2001,Pastilha de Freio Dianteira,Saída,111
2025-01-08,2001,Pastilha de Freio Dianteira,Entrada,94
2025-01-09,2001,Pastilha de Freio Dianteira,Saída,115
2025-01-09,2001,Pastilha de Freio Dianteira,Saída,99
2025-01-09,2001,Pastilha de Freio Dianteira,Entrada,19
2025-01-10,2001,Pastilha de Freio Dianteira,Entrada,105
2025-01-11,2001,Pastilha de Freio Dianteira,Entrada,69
2025-01-11,2001,Pastilha de Freio Dianteira,Entrada,81
2025-01-12,2001,Pastilha de Freio Dianteira,Saída,19
2025-01-15,2001,Pastilha de Freio Dianteira,Saída,11
2025-01-16,2001,Pastilha de Freio Dianteira,Entrada,108
2025-01-16,2001,Pastilha de Freio Dianteira,Entrada,51
2025-01-17,2001,Pastilha de Freio Dianteira,Saída,3
2025-01-17,2001,Pastilha de Freio Dianteira,Entrada,118
2025-01-17,2001,Pastilha de Freio Dianteira,Saída,107
2025-01-18,2001,Pastilha de Freio Dianteira,Entrada,70
2025-01-18,2001,Pastilha de Freio Dianteira,Entrada,12
2025-01-19,2001,Pastilha de Freio Dianteira,Entrada,115
2025-01-19,2001,Pastilha de Freio Dianteira,Saída,109
2025-01-21,2001,Pastilha de Freio Dianteira,Saída,145
2025-01-21,2001,Pastilha de Freio Dianteira,Saída,67
2025-01-22,2001,Pastilha de Freio Dianteira,Entrada,43
2025-01-22,2001,Pastilha de Freio Dianteira,Entrada,52
2025-01-23,2001,Pastilha de Freio Dianteira,Saída,88
2025-01-23,2001,Pastilha de Freio Dianteira,Entrada,129
2025-01-23,2001,Pastilha de Freio Dianteira,Saída,34
2025-01-24,2001,Pastilha de Freio Dianteira,Entrada,72
2025-01-24,2001,Pastilha de Freio Dianteira,Entrada,69
2025-01-24,2001,Pastilha de Freio Dianteira,Saída,13
2025-01-25,2001,Pastilha de Freio Dianteira,Saída,139
2025-01-26,2001,Pastilha de Freio Dianteira,Entrada,108
2025-01-27,2001,Pastilha de Freio Dianteira,Entrada,96
2025-01-29,2001,Pastilha de Freio Dianteira,Entrada,100
2025-01-30,2001,Pastilha de Freio Dianteira,Saída,69
2025-01-30,2001,Pastilha de Freio Dianteira,Saída,123
2025-01-30,2001,Pastilha de Freio Dianteira,Saída,143
2025-01-30,2001,Pastilha de Freio Dianteira,Saída,141
2025-01-31,2001,Pastilha de Freio Dianteira,Entrada,60
2025-01-31,2001,Pastilha de Freio Dianteira,Saída,71
2025-02-01,2001,Pastilha de Freio Dianteira,Saída,25
2025-02-02,2001,Pastilha de Freio Dianteira,Entrada,8
2025-02-02,2001,Pastilha de Freio Dianteira,Entrada,108
2025-02-03,2001,Pastilha de Freio Dianteira,Entrada,14
2025-02-03,2001,Pastilha de Freio Dianteira,Saída,100
2025-02-04,2001,Pastilha de Freio Dianteira,Entrada,100
2025-02-05,2001,Pastilha de Freio Dianteira,Saída,81
2025-02-06,2001,Pastilha de Freio Dianteira,Saída,2
2025-02-06,2001,Pastilha de Freio Dianteira,Entrada,116
2025-02-06,2001,Pastilha de Freio Dianteira,Entrada,78
2025-02-07,2001,Pastilha de Freio Dianteira,Saída,22
2025-02-07,2001,Pastilha de Freio Dianteira,Entrada,97
2025-02-08,2001,Pastilha de Freio Dianteira,Saída,112
2025-02-09,2001,Pastilha de Freio Dianteira,Entrada,38
2025-02-09,2001,Pastilha de Freio Dianteira,Entrada,22
2025-02-09,2001,Pastilha de Freio Dianteira,Saída,31
2025-02-10,2001,Pastilha de Freio Dianteira,Saída,12
2025-02-10,2001,Pastilha de Freio Dianteira,Saída,140
2025-02-10,2001,Pastilha de Freio Dianteira,Entrada,93
2025-02-10,2001,Pastilha de Freio Dianteira,Entrada,131
2025-02-13,2001,Pastilha de Freio Dianteira,Entrada,65
2025-02-13,2001,Pastilha de Freio Dianteira,Saída,68
2025-02-13,2001,Pastilha de Freio Dianteira,Entrada,70
2025-02-14,2001,Pastilha de Freio Dianteira,Saída,47
2025-02-14,2001,Pastilha de Freio Dianteira,Saída,74
2025-02-15,2001,Pastilha de Freio Dianteira,Entrada,41
2025-02-15,2001,Pastilha de Freio Dianteira,Entrada,19
2025-02-15,2001,Pastilha de Freio Dianteira,Saída,50
2025-02-16,2001,Pastilha de Freio Dianteira,Entrada,114
2025-02-16,2001,Pastilha de Freio Dianteira,Saída,74
2025-02-16,2001,Pastilha de Freio Dianteira,Entrada,31
2025-02-17,2001,Pastilha de Freio Dianteira,Saída,115
2025-02-18,2001,Pastilha de Freio Dianteira,Saída,40
2025-02-18,2001,Pastilha de Freio Dianteira,Entrada,24
2025-02-19,2001,Pastilha de Freio Dianteira,Entrada,71
2025-02-20,2001,Pastilha de Freio Dianteira,Entrada,66
2025-02-20,2001,Pastilha de Freio Dianteira,Saída,122
2025-02-20,2001,Pastilha de Freio Dianteira,Saída,24
2025-02-20,2001,Pastilha de Freio Dianteira,Entrada,34
2025-02-22,2001,Pastilha de Freio Dianteira,Entrada,77
2025-02-23,2001,Pastilha de Freio Dianteira,Saída,118
2025-02-23,2001,Pastilha de Freio Dianteira,Entrada,26
2025-02-25,2001,Pastilha de Freio Dianteira,Saída,114
2025-02-26,2001,Pastilha de Freio Dianteira,Entrada,91
2025-02-26,2001,Pastilha de Freio Dianteira,Entrada,22
2025-02-26,2001,Pastilha de Freio Dianteira,Entrada,15
2025-02-27,2001,Pastilha de Freio Dianteira,Saída,124
2025-02-28,2001,Pastilha de Freio Dianteira,Saída,80
2025-02-28,2001,Pastilha de Freio Dianteira,Saída,84
2025-02-28,2001,Pastilha de Freio Dianteira,Entrada,10
2025-02-28,2001,Pastilha de Freio Dianteira,Saída,77
2025-02-28,2001,Pastilha de Freio Dianteira,Entrada,94
2025-03-01,2001,Pastilha de Freio Dianteira,Saída,140
2025-03-01,2001,Pastilha de Freio Dianteira,Saída,42
2025-03-01,2001,Pastilha de Freio Dianteira,Saída,9
2025-03-01,2001,Pastilha de Freio Dianteira,Entrada,21
2025-03-01,2001,Pastilha de Freio Dianteira,Entrada,81
2025-03-02,2001,Pastilha de Freio Dianteira,Saída,81
2025-03-03,2001,Pastilha de Freio Dianteira,Entrada,38
2025-03-03,2001,Pastilha de Freio Dianteira,Saída,17
2025-03-04,2001,Pastilha de Freio Dianteira,Saída,109
2025-03-04,2001,Pastilha de Freio Dianteira,Entrada,88
2025-03-04,2001,Pastilha de Freio Dianteira,Entrada,116
2025-03-05,2001,Pastilha de Freio Dianteira,Entrada,140
2025-03-06,2001,Pastilha de Freio Dianteira,Saída,48
2025-03-06,2001,Pastilha de Freio Dianteira,Saída,52
2025-03-07,2001,Pastilha de Freio Dianteira,Entrada,125
2025-03-08,2001,Pastilha de Freio Dianteira,Entrada,137
2025-03-08,2001,Pastilha de Freio Dianteira,Entrada,117
2025-03-09,2001,Pastilha de Freio Dianteira,Saída,22
2025-03-09,2001,Pastilha de Freio Dianteira,Entrada,84
2025-03-10,2001,Pastilha de Freio Dianteira,Saída,34
2025-03-11,2001,Pastilha de Freio Dianteira,Saída,130
2025-03-11,2001,Pastilha de Freio Dianteira,Entrada,25
2025-03-11,2001,Pastilha de Freio Dianteira,Saída,69
2025-03-13,2001,Pastilha de Freio Dianteira,Saída,75
2025-03-13,2001,Pastilha de Freio Dianteira,Saída,80
2025-03-13,2001,Pastilha de Freio Dianteira,Entrada,34
2025-03-14,2001,Pastilha de Freio Dianteira,Saída,25
2025-03-14,2001,Pastilha de Freio Dianteira,Saída,4
2025-03-14,2001,Pastilha de Freio Dianteira,Saída,69
2025-03-15,2001,Pastilha de Freio Dianteira,Saída,125
2025-03-15,2001,Pastilha de Freio Dianteira,Entrada,21
2025-03-16,2001,Pastilha de Freio Dianteira,Saída,114
2025-03-17,2001,Pastilha de Freio Dianteira,Entrada,77
2025-03-17,2001,Pastilha de Freio Dianteira,Saída,64
2025-03-18,2001,Pastilha de Freio Dianteira,Saída,40
2025-03-18,2001,Pastilha de Freio Dianteira,Entrada,72
2025-03-19,2001,Pastilha de Freio Dianteira,Saída,50
2025-03-19,2001,Pastilha de Freio Dianteira,Entrada,69
2025-03-20,2001,Pastilha de Freio Dianteira,Entrada,103
2025-03-20,2001,Pastilha de Freio Dianteira,Saída,102
2025-03-21,2001,Pastilha de Freio Dianteira,Entrada,17
2025-03-21,2001,Pastilha de Freio Dianteira,Entrada,32
2025-03-22,2001,Pastilha de Freio Dianteira,Entrada,67
2025-03-22,2001,Pastilha de Freio Dianteira,Saída,138
2025-03-23,2001,Pastilha de Freio Dianteira,Saída,8
2025-03-23,2001,Pastilha de Freio Dianteira,Saída,29
2025-03-24,2001,Pastilha de Freio Dianteira,Saída,145
2025-03-25,2001,Pastilha de Freio Dianteira,Entrada,128
2025-03-25,2001,Pastilha de Freio Dianteira,Saída,97
2025-03-25,2001,Pastilha de Freio Dianteira,Entrada,48
2025-03-26,2001,Pastilha de Freio Dianteira,Saída,105
2025-03-26,2001,Pastilha de Freio Dianteira,Saída,141
2025-03-27,2001,Pastilha de Freio Dianteira,Saída,113
2025-03-28,2001,Pastilha de Freio Dianteira,Saída,102
2025-03-28,2001,Pastilha de Freio Dianteira,Entrada,127
2025-03-29,2001,Pastilha de Freio Dianteira,Entrada,79
2025-03-29,2001,Pastilha de Freio Dianteira,Entrada,126
2025-03-30,2001,Pastilha de Freio Dianteira,Saída,134
2025-03-31,2001,Pastilha de Freio Dianteira,Saída,84
2025-03-31,2001,Pastilha de Freio Dianteira,Entrada,115
2025-01-01,2002,Filtro de Óleo,Entrada,146
2025-01-02,2002,Filtro de Óleo,Saída,145
2025-01-02,2002,Filtro de Óleo,Saída,77
2025-01-02,2002,Filtro de Óleo,Entrada,127
2025-01-03,2002,Filtro de Óleo,Saída,40
2025-01-03,2002,Filtro de Óleo,Entrada,62
2025-01-05,2002,Filtro de Óleo,Entrada,29
2025-01-05,2002,Filtro de Óleo,Saída,4
2025-01-05,2002,Filtro de Óleo,Saída,117
2025-01-06,2002,Filtro de Óleo,Entrada,25
2025-01-09,2002,Filtro de Óleo,Entrada,89
2025-01-09,2002,Filtro de Óleo,Entrada,13
2025-01-10,2002,Filtro de Óleo,Entrada,92
2025-01-11,2002,Filtro de Óleo,Entrada,145
2025-01-11,2002,Filtro de Óleo,Saída,8
2025-01-11,2002,Filtro de Óleo,Entrada,137
2025-01-12,2002,Filtro de Óleo,Saída,95
2025-01-13,2002,Filtro de Óleo,Saída,31
2025-01-13,2002,Filtro de Óleo,Entrada,51
2025-01-14,2002,Filtro de Óleo,Entrada,69
2025-01-14,2002,Filtro de Óleo,Entrada,8
2025-01-15,2002,Filtro de Óleo,Saída,52
2025-01-17,2002,Filtro de Óleo,Entrada,6
2025-01-17,2002,Filtro de Óleo,Saída,53
2025-01-17,2002,Filtro de Óleo,Saída,109
2025-01-17,2002,Filtro de Óleo,Saída,116
2025-01-18,2002,Filtro de Óleo,Saída,61
2025-01-19,2002,Filtro de Óleo,Saída,56
2025-01-20,2002,Filtro de Óleo,Entrada,119
2025-01-20,2002,Filtro de Óleo,Saída,57
2025-01-22,2002,Filtro de Óleo,Entrada,23
2025-01-23,2002,Filtro de Óleo,Entrada,70
2025-01-23,2002,Filtro de Óleo,Saída,44
2025-01-23,2002,Filtro de Óleo,Entrada,126
2025-01-24,2002,Filtro de Óleo,Entrada,103
2025-01-24,2002,Filtro de Óleo,Entrada,77
2025-01-25,2002,Filtro de Óleo,Entrada,86
2025-01-25,2002,Filtro de Óleo,Saída,31
2025-01-25,2002,Filtro de Óleo,Entrada,66
2025-01-25,2002,Filtro de Óleo,Entrada,127
2025-01-26,2002,Filtro de Óleo,Entrada,53
2025-01-26,2002,Filtro de Óleo,Saída,139
2025-01-28,2002,Filtro de Óleo,Saída,24
2025-01-28,2002,Filtro de Óleo,Entrada,145
2025-01-28,2002,Filtro de Óleo,Saída,74
2025-01-29,2002,Filtro de Óleo,Entrada,115
2025-01-29,2002,Filtro de Óleo,Saída,77
2025-01-30,2002,Filtro de Óleo,Saída,101
2025-01-30,2002,Filtro de Óleo,Entrada,19
2025-01-30,2002,Filtro de Óleo,Entrada,17
2025-02-01,2002,Filtro de Óleo,Saída,58
2025-02-01,2002,Filtro de Óleo,Entrada,142
2025-02-01,2002,Filtro de Óleo,Saída,63
2025-02-01,2002,Filtro de Óleo,Entrada,70
2025-02-01,2002,Filtro de Óleo,Saída,72
2025-02-02,2002,Filtro de Óleo,Entrada,141
2025-02-03,2002,Filtro de Óleo,Saída,148
2025-02-04,2002,Filtro de Óleo,Entrada,78
2025-02-04,2002,Filtro de Óleo,Entrada,90
2025-02-04,2002,Filtro de Óleo,Saída,77
2025-02-05,2002,Filtro de Óleo,Saída,87
2025-02-05,2002,Filtro de Óleo,Entrada,102
2025-02-05,2002,Filtro de Óleo,Entrada,61
2025-02-06,2002,Filtro de Óleo,Saída,98
2025-02-07,2002,Filtro de Óleo,Entrada,128
